'g.24325.CDS.2525','g.24325.CDS.153'
'g.24325.CDS.2525','g.24325.CDS.2162'
'g.24325.CDS.2525','g.24325.CDS.176'
'g.24325.CDS.1792','g.24325.CDS.290'
'g.24325.CDS.1792','g.24325.CDS.780'
'g.24325.CDS.1792','g.24325.CDS.1453'
'g.24325.CDS.1237','g.24325.CDS.987'
'g.24325.CDS.2202','g.24325.CDS.926'
'g.24325.CDS.1385','g.24325.CDS.290'
'g.24325.CDS.1385','g.24325.CDS.780'
'g.24325.CDS.1463','g.24325.CDS.2050'
'g.24325.CDS.2073','g.24325.CDS.2162'
'g.24325.CDS.2073','g.24325.CDS.176'
'g.24325.CDS.2140','g.24325.CDS.2162'
'g.24325.CDS.2140','g.24325.CDS.176'
'g.24325.CDS.2105','g.24325.CDS.2395'
'g.24325.CDS.1024','g.24325.CDS.601'
'g.24325.CDS.1024','g.24325.CDS.645'
'g.24325.CDS.1024','g.24325.CDS.1973'
'g.24325.CDS.1024','g.24325.CDS.2356'
'g.24325.CDS.1024','g.24325.CDS.509'
'g.24325.CDS.1812','g.24325.CDS.2050'
'g.24325.CDS.2326','g.24325.CDS.883'
'g.24325.CDS.1070','g.24325.CDS.1664'
'g.24325.CDS.1070','g.24325.CDS.809'
'g.24325.CDS.1070','g.24325.CDS.1062'
'g.24325.CDS.1070','g.24325.CDS.1321'
'g.24325.CDS.1070','g.24325.CDS.1393'
'g.24325.CDS.645','g.24325.CDS.386'
'g.24325.CDS.1664','g.24325.CDS.1569'
'g.24325.CDS.2312','g.24325.CDS.201'
'g.24325.CDS.2312','g.24325.CDS.48'
'g.24325.CDS.2312','g.24325.CDS.873'
'g.24325.CDS.1918','g.24325.CDS.1698'
'g.24325.CDS.1918','g.24325.CDS.1036'
'g.24325.CDS.2085','g.24325.CDS.2547'
'g.24325.CDS.1400','g.24325.CDS.2510'
'g.24325.CDS.417','g.24325.CDS.2162'
'g.24325.CDS.417','g.24325.CDS.176'
'g.24325.CDS.809','g.24325.CDS.1569'
'g.24325.CDS.1062','g.24325.CDS.1569'
'g.24325.CDS.1047','g.24325.CDS.1778'
'g.24325.CDS.2008','g.24325.CDS.606'
'g.24325.CDS.268','g.24325.CDS.647'
'g.24325.CDS.1698','g.24325.CDS.1036'
'g.24325.CDS.497','g.24325.CDS.290'
'g.24325.CDS.497','g.24325.CDS.780'
'g.24325.CDS.1273','g.24325.CDS.290'
'g.24325.CDS.290','g.24325.CDS.2337'
'g.24325.CDS.290','g.24325.CDS.2580'
'g.24325.CDS.290','g.24325.CDS.261'
'g.24325.CDS.290','g.24325.CDS.2369'
'g.24325.CDS.290','g.24325.CDS.2471'
'g.24325.CDS.2337','g.24325.CDS.780'
'g.24325.CDS.1320','g.24325.CDS.671'
'g.24325.CDS.780','g.24325.CDS.2580'
'g.24325.CDS.780','g.24325.CDS.261'
'g.24325.CDS.780','g.24325.CDS.2369'
'g.24325.CDS.780','g.24325.CDS.2471'
'g.24325.CDS.2162','g.24325.CDS.176'
'g.24325.CDS.1870','g.24325.CDS.2024'
'g.24325.CDS.1321','g.24325.CDS.1569'
'g.24325.CDS.1338','g.24325.CDS.1477'
'g.24325.CDS.1090','g.24325.CDS.2036'
'g.24325.CDS.1058','g.24325.CDS.44'
'g.24325.CDS.1603','g.24325.CDS.44'
'g.24325.CDS.1905','g.24325.CDS.44'
'g.24325.CDS.623','g.24325.CDS.674'
'g.24325.CDS.323','g.24325.CDS.565'
'g.24325.CDS.2393','g.24325.CDS.946'
'g.24325.CDS.1','g.24325.CDS.854'
'g.24325.CDS.1367','g.24325.CDS.174'
'g.24325.CDS.1770','g.24325.CDS.1857'
'g.24325.CDS.483','g.24325.CDS.798'
'g.24325.CDS.103','g.24325.CDS.1507'
'g.24325.CDS.1399','g.24325.CDS.1684'
'g.24325.CDS.1558','g.24325.CDS.1817'
'g.24325.CDS.1593','g.24325.CDS.1705'
'g.24325.CDS.1632','g.24325.CDS.1989'
'g.24325.CDS.1352','g.24325.CDS.1480'
