EX_ac_e,AKGDH,ENO
EX_ac_e,AKGDH,GAPD
EX_ac_e,AKGDH,PGK
EX_ac_e,AKGDH,PGM
EX_ac_e,ENO,FUM
EX_ac_e,ENO,SUCDi
EX_ac_e,ENO,SUCOAS
EX_ac_e,FUM,GAPD
EX_ac_e,FUM,PGK
EX_ac_e,FUM,PGM
EX_ac_e,GAPD,SUCDi
EX_ac_e,GAPD,SUCOAS
EX_ac_e,PGK,SUCDi
EX_ac_e,PGK,SUCOAS
EX_ac_e,PGM,SUCDi
EX_ac_e,PGM,SUCOAS
EX_co2_e,EX_fe2_e,EX_h_e
EX_co2_e,EX_fe3_e,EX_h_e
EX_co2_e,EX_for_e,ENO
EX_co2_e,EX_for_e,GAPD
EX_co2_e,EX_for_e,PGK
EX_co2_e,EX_for_e,PGM
EX_co2_e,EX_h_e,EX_o2_e
EX_co2_e,EX_h_e,FE2tex
EX_co2_e,EX_h_e,FE3tex
EX_co2_e,EX_h_e,FEROpp
EX_co2_e,EX_h_e,O2tex
EX_co2_e,ENO,FORtex
EX_co2_e,ENO,FORtppi
EX_co2_e,ENO,PFL
EX_co2_e,FORtex,GAPD
EX_co2_e,FORtex,PGK
EX_co2_e,FORtex,PGM
EX_co2_e,FORtppi,GAPD
EX_co2_e,FORtppi,PGK
EX_co2_e,FORtppi,PGM
EX_co2_e,GAPD,PFL
EX_co2_e,PFL,PGK
EX_co2_e,PFL,PGM
EX_cytd_e,CYTD,CYTK1
EX_fe2_e,EX_h_e,CO2tex
EX_fe3_e,EX_h_e,CO2tex
EX_fe3_e,FEROpp,FESD1s
EX_fe3_e,FEROpp,FESR
EX_fe3_e,FEROpp,O2tpp
EX_for_e,EX_h2o_e,ENO
EX_for_e,EX_h2o_e,GAPD
EX_for_e,EX_h2o_e,PGK
EX_for_e,EX_h2o_e,PGM
EX_for_e,CO2tex,ENO
EX_for_e,CO2tex,GAPD
EX_for_e,CO2tex,PGK
EX_for_e,CO2tex,PGM
EX_for_e,ENO,H2Otex
EX_for_e,ENO,H2Otpp
EX_for_e,GAPD,H2Otex
EX_for_e,GAPD,H2Otpp
EX_for_e,H2Otex,PGK
EX_for_e,H2Otex,PGM
EX_for_e,H2Otpp,PGK
EX_for_e,H2Otpp,PGM
EX_glyc_e,EX_h_e,EX_h2o_e
EX_glyc_e,EX_h_e,H2Otex
EX_h_e,EX_h2o_e,ENO
EX_h_e,EX_h2o_e,GAPD
EX_h_e,EX_h2o_e,GLYCtex
EX_h_e,EX_h2o_e,PGK
EX_h_e,EX_h2o_e,PGM
EX_h_e,EX_o2_e,CO2tex
EX_h_e,EX_o2_e,CO2tpp
EX_h_e,EX_o2_e,PDH
EX_h_e,CO2tex,FE2tex
EX_h_e,CO2tex,FE3tex
EX_h_e,CO2tex,FEROpp
EX_h_e,CO2tex,O2tex
EX_h_e,CO2tpp,O2tex
EX_h_e,ENO,H2Otex
EX_h_e,GAPD,H2Otex
EX_h_e,GLYCtex,H2Otex
EX_h_e,H2Otex,PGK
EX_h_e,H2Otex,PGM
EX_h_e,O2tex,PDH
EX_h2o_e,ENO,FORtex
EX_h2o_e,ENO,FORtppi
EX_h2o_e,ENO,PFL
EX_h2o_e,FORtex,GAPD
EX_h2o_e,FORtex,PGK
EX_h2o_e,FORtex,PGM
EX_h2o_e,FORtppi,GAPD
EX_h2o_e,FORtppi,PGK
EX_h2o_e,FORtppi,PGM
EX_h2o_e,GAPD,PFL
EX_h2o_e,PFL,PGK
EX_h2o_e,PFL,PGM
EX_meoh_e,GAPD,Htex
EX_meoh_e,GAPD,I2FE2SS
EX_meoh_e,GAPD,I2FE2SS2
EX_meoh_e,GAPD,I2FE2ST
EX_meoh_e,GAPD,I4FE4SR
EX_meoh_e,GAPD,I4FE4ST
EX_meoh_e,GAPD,IMPD
EX_meoh_e,GAPD,IPDPS
EX_meoh_e,GAPD,LDH_D
EX_meoh_e,GAPD,LDH_D2
EX_meoh_e,GAPD,MDH
EX_meoh_e,GAPD,MECDPDH5
EX_meoh_e,GAPD,MG2tpp
EX_meoh_e,GAPD,MGSA
EX_meoh_e,GAPD,MN2tpp
EX_meoh_e,GAPD,MNt2pp
EX_meoh_e,GAPD,MOX
EX_meoh_e,GAPD,MTHFC
EX_meoh_e,GAPD,MTHFD
EX_meoh_e,GAPD,NADH10
EX_meoh_e,GAPD,NADH16pp
EX_meoh_e,GAPD,NDPK1
EX_meoh_e,GAPD,NDPK3
EX_meoh_e,GAPD,NI2tpp
EX_meoh_e,GAPD,OPHHX
EX_meoh_e,GAPD,PAPSR
EX_meoh_e,GAPD,PDH
EX_meoh_e,GAPD,PDX5POi
EX_meoh_e,GAPD,PFK
EX_meoh_e,GAPD,PFL
EX_meoh_e,GAPD,PGCD
EX_meoh_e,GAPD,PGI
EX_meoh_e,GAPD,PGL
EX_meoh_e,GAPD,PGM
EX_meoh_e,GAPD,PIt2rpp
EX_meoh_e,GAPD,POR5
EX_meoh_e,GAPD,PPK
EX_meoh_e,GAPD,PPM
EX_meoh_e,GAPD,PPPGO
EX_meoh_e,GAPD,PRASCSi_copy1
EX_meoh_e,GAPD,PRPPS
EX_meoh_e,GAPD,PSERT
EX_meoh_e,GAPD,PSP_L
EX_meoh_e,GAPD,PTAr
EX_meoh_e,GAPD,PUNP1
EX_meoh_e,GAPD,RNDR4
EX_meoh_e,GAPD,RNTR1c2
EX_meoh_e,GAPD,RNTR2c2
EX_meoh_e,GAPD,RNTR3c2
EX_meoh_e,GAPD,RPE
EX_meoh_e,GAPD,RPI
EX_meoh_e,GAPD,SO4t2pp
EX_meoh_e,GAPD,SUCOAS
EX_meoh_e,GAPD,TALA
EX_meoh_e,GAPD,THD2pp
EX_meoh_e,GAPD,THRt2pp
EX_meoh_e,GAPD,THRt4pp
EX_meoh_e,GAPD,TKT1
EX_meoh_e,GAPD,TKT2
EX_meoh_e,GAPD,TRDR
EX_meoh_e,GAPD,TRPS1
EX_meoh_e,GAPD,VALTA
EX_meoh_e,GAPD,ZN2tpp
EX_meoh_e,GAPD,URIDK2r
EX_meoh_e,GAPD,MECDPDH2
EX_meoh_e,GAPD,PRASCSi_copy2
EX_meoh_e,GAPD,SK_thf_c
EX_meoh_e,GARFT,GHMT2r
EX_meoh_e,GARFT,GLCptspp
EX_meoh_e,GARFT,GLU5K
EX_meoh_e,GARFT,GLUDy
EX_meoh_e,GARFT,GLUt2rpp
EX_meoh_e,GARFT,GLUt4pp
EX_meoh_e,GARFT,GTHOr
EX_meoh_e,GARFT,GTHPi_copy1
EX_meoh_e,GARFT,H2Otex
EX_meoh_e,GARFT,H2Otpp
EX_meoh_e,GARFT,HACD1
EX_meoh_e,GARFT,HACD2
EX_meoh_e,GARFT,HACD3
EX_meoh_e,GARFT,HACD4
EX_meoh_e,GARFT,HACD5
EX_meoh_e,GARFT,HACD6
EX_meoh_e,GARFT,HACD7
EX_meoh_e,GARFT,Htex
EX_meoh_e,GARFT,I2FE2SS
EX_meoh_e,GARFT,I2FE2SS2
EX_meoh_e,GARFT,I2FE2ST
EX_meoh_e,GARFT,I4FE4SR
EX_meoh_e,GARFT,I4FE4ST
EX_meoh_e,GARFT,IMPD
EX_meoh_e,GARFT,IPDPS
EX_meoh_e,GARFT,MDH2
EX_meoh_e,GARFT,MECDPDH5
EX_meoh_e,GARFT,MG2tpp
EX_meoh_e,GARFT,MN2tpp
EX_meoh_e,GARFT,MOX
EX_meoh_e,GARFT,MTHFC
EX_meoh_e,GARFT,MTHFD
EX_meoh_e,GARFT,NADH10
